FECHA HECHO,CANTIDAD,GENERO,Weapon Used,Total domestic violence
2020-04-06,1,F,No Weapon or Substance Used,18.0
2020-04-15,1,M,Unknown,23.0
2020-04-30,14,F,Unknown,1.0
2020-05-21,1,M,No Weapon or Substance Used,3.0
2020-06-18,1,M,Unknown,13.0
2020-07-10,2,F,Unknown,1.0
2020-07-10,4,M,Unknown,1.0
2020-07-14,1,M,Using weapons and substances with a certain degree of harm,27.0
2020-07-27,1,F,Unknown,66.0
2020-07-28,1,M,No Weapon or Substance Used,8.0
2020-08-04,1,M,Using weapons and substances with a certain degree of harm,23.0
2020-08-30,1,M,Unknown,29.0
2020-08-31,17,M,Unknown,1.0
2020-09-01,3,M,No Weapon or Substance Used,1.0
2020-09-14,1,F,No Weapon or Substance Used,31.0
2020-10-23,1,F,No Weapon or Substance Used,24.0
2020-11-03,1,M,No Weapon or Substance Used,6.0
2020-12-07,1,F,Using weapons and substances with a certain degree of harm,45.0
2021-01-27,2,F,Using weapons and substances with a certain degree of harm,2.0
2021-02-19,1,M,No Weapon or Substance Used,16.0
2021-03-25,1,M,Using weapons and substances with a certain degree of harm,17.0
2021-04-15,3,M,No Weapon or Substance Used,1.0
2021-04-16,4,F,Using weapons and substances with a certain degree of harm,3.0
2021-04-21,4,F,Using weapons and substances with a certain degree of harm,2.0
2021-04-26,4,F,Using weapons and substances with a certain degree of harm,1.0
2021-04-29,1,M,No Weapon or Substance Used,15.0
2021-05-03,1,F,No Weapon or Substance Used,48.0
2021-05-05,2,F,No Weapon or Substance Used,9.0
2021-05-13,1,M,Using weapons and substances with a certain degree of harm,12.0
2021-06-10,2,M,Using weapons and substances with a certain degree of harm,3.0
2021-06-18,3,M,No Weapon or Substance Used,1.0
2021-06-24,11,F,Using weapons and substances with a certain degree of harm,1.0
2021-07-17,2,M,Using weapons and substances with a certain degree of harm,1.0
2021-07-25,4,F,No Weapon or Substance Used,3.0
2021-07-29,3,M,No Weapon or Substance Used,2.0
2021-08-12,3,F,No Weapon or Substance Used,3.0
2021-08-15,3,F,Using weapons and substances with a certain degree of harm,5.0
2021-09-03,7,M,Using weapons and substances with a certain degree of harm,1.0
2021-09-05,3,M,No Weapon or Substance Used,3.0
2021-10-05,3,F,Using weapons and substances with a certain degree of harm,4.0
2021-10-11,1,F,No Weapon or Substance Used,52.0
2021-10-25,3,M,No Weapon or Substance Used,3.0
2021-11-25,1,F,Using weapons and substances with a certain degree of harm,21.0
2021-12-06,18,M,No Weapon or Substance Used,1.0
2021-12-16,2,F,No Weapon or Substance Used,5.0
2021-12-29,1,F,Using weapons and substances with a certain degree of harm,9.0
2022-01-06,4,F,Using weapons and substances with a certain degree of harm,3.0
2022-01-07,1,M,Using weapons and substances with a certain degree of harm,11.0
2022-03-12,3,F,Using weapons and substances with a certain degree of harm,4.0
2022-03-15,1,F,Using weapons and substances with a certain degree of harm,39.0
2022-03-27,13,F,Using weapons and substances with a certain degree of harm,1.0
2022-03-31,7,M,No Weapon or Substance Used,1.0
2022-04-05,1,F,No Weapon or Substance Used,53.0
2022-04-25,7,F,Using weapons and substances with a certain degree of harm,1.0
2022-06-08,2,F,Using weapons and substances with a certain degree of harm,6.0
2022-07-09,2,F,No Weapon or Substance Used,8.0
2022-09-02,3,M,No Weapon or Substance Used,2.0
2022-09-04,3,F,No Weapon or Substance Used,4.0
2022-10-12,2,F,Using weapons and substances with a certain degree of harm,7.0
2022-10-23,1,F,No Weapon or Substance Used,72.0
2022-10-25,1,F,Using weapons and substances with a certain degree of harm,19.0
2022-11-10,2,M,No Weapon or Substance Used,6.0
2022-11-10,10,M,No Weapon or Substance Used,1.0
2022-11-17,1,F,Using weapons and substances with a certain degree of harm,16.0
2022-11-19,15,M,No Weapon or Substance Used,1.0
2022-11-28,1,M,Using weapons and substances with a certain degree of harm,3.0
2022-12-25,1,M,Using weapons and substances with a certain degree of harm,11.0
2023-01-08,3,M,Using weapons and substances with a certain degree of harm,1.0
2023-01-10,2,F,No Weapon or Substance Used,9.0
2023-01-10,1,F,Using weapons and substances with a certain degree of harm,27.0
2023-01-17,1,M,No Weapon or Substance Used,20.0
2023-02-04,7,F,No Weapon or Substance Used,1.0
2016-12-25,2,F,Using weapons and substances with a certain degree of harm,13.0
2018-04-19,2,F,Unknown,8.0
2018-05-13,8,F,Using weapons and substances with a certain degree of harm,1.0
2018-06-03,8,M,Unknown,1.0
2018-11-17,8,M,Unknown,1.0
2018-12-25,1,M,Using weapons and substances with a certain degree of harm,13.0
2019-03-05,1,M,Using weapons and substances with a certain degree of harm,16.0
2019-08-23,1,M,Using weapons and substances with a certain degree of harm,17.0
2019-11-23,18,M,Unknown,1.0
2019-11-28,8,F,Using weapons and substances with a certain degree of harm,2.0
2020-05-22,2,F,Unknown,3.0
2020-07-19,17,F,Unknown,1.0
2020-10-22,2,M,Unknown,2.0
2021-01-15,17,F,No Weapon or Substance Used,1.0
2021-03-19,2,F,No Weapon or Substance Used,8.0
2021-04-12,2,M,No Weapon or Substance Used,2.0
2021-12-01,2,F,Using weapons and substances with a certain degree of harm,5.0
2022-01-11,1,M,Using weapons and substances with a certain degree of harm,20.0
2022-04-07,8,F,No Weapon or Substance Used,1.0
2022-05-14,5,F,Using weapons and substances with a certain degree of harm,2.0
2022-06-04,6,F,No Weapon or Substance Used,2.0
2022-10-30,2,M,No Weapon or Substance Used,7.0
2022-12-02,4,F,No Weapon or Substance Used,4.0
2023-01-09,5,M,No Weapon or Substance Used,1.0
2015-01-08,1,F,No Weapon or Substance Used,8.0
2015-01-13,3,M,No Weapon or Substance Used,2.0
2015-01-13,3,F,No Weapon or Substance Used,1.0
2015-01-18,6,F,Using weapons and substances with a certain degree of harm,1.0
2015-01-24,6,F,No Weapon or Substance Used,1.0
2015-02-06,3,F,Using weapons and substances with a certain degree of harm,5.0
2015-02-12,19,F,No Weapon or Substance Used,1.0
2015-02-14,4,F,Using weapons and substances with a certain degree of harm,4.0
2015-02-16,1,M,Unknown,1.0
2015-03-10,1,M,No Weapon or Substance Used,10.0
2015-03-13,5,F,No Weapon or Substance Used,2.0
2015-03-16,4,F,No Weapon or Substance Used,1.0
2015-03-24,3,F,Using weapons and substances with a certain degree of harm,4.0
2015-03-28,1,M,Using weapons and substances with a certain degree of harm,17.0
2015-03-30,18,F,No Weapon or Substance Used,1.0
2015-04-10,2,F,No Weapon or Substance Used,2.0
2015-04-13,1,M,Unknown,1.0
2015-04-14,13,F,No Weapon or Substance Used,1.0
2015-05-04,1,M,No Weapon or Substance Used,12.0
2015-05-15,3,F,Using weapons and substances with a certain degree of harm,1.0
2015-05-19,1,F,No Weapon or Substance Used,24.0
2015-05-25,1,M,No Weapon or Substance Used,11.0
2015-06-09,3,F,No Weapon or Substance Used,3.0
2015-06-12,4,F,Using weapons and substances with a certain degree of harm,1.0
2015-06-30,1,F,Using weapons and substances with a certain degree of harm,41.0
2015-07-03,2,M,No Weapon or Substance Used,1.0
2015-07-10,1,M,Using weapons and substances with a certain degree of harm,10.0
2015-08-03,3,M,Using weapons and substances with a certain degree of harm,1.0
2015-08-15,1,F,No Weapon or Substance Used,34.0
2015-09-19,2,F,No Weapon or Substance Used,6.0
2015-09-26,2,M,No Weapon or Substance Used,1.0
2015-10-07,1,M,Using weapons and substances with a certain degree of harm,13.0
2015-11-04,17,F,No Weapon or Substance Used,1.0
2015-11-25,1,M,No Weapon or Substance Used,7.0
2015-12-25,2,M,No Weapon or Substance Used,2.0
2016-02-13,3,F,Using weapons and substances with a certain degree of harm,4.0
2016-02-13,13,M,No Weapon or Substance Used,1.0
2016-02-17,10,M,No Weapon or Substance Used,1.0
2016-02-24,2,M,No Weapon or Substance Used,1.0
2016-03-05,7,F,Using weapons and substances with a certain degree of harm,1.0
2016-03-31,3,F,No Weapon or Substance Used,1.0
2016-03-31,19,F,No Weapon or Substance Used,1.0
2016-04-10,6,F,Using weapons and substances with a certain degree of harm,1.0
2016-04-11,1,F,Using weapons and substances with a certain degree of harm,59.0
2016-04-14,16,F,No Weapon or Substance Used,1.0
2016-04-17,3,F,No Weapon or Substance Used,1.0
2016-04-28,5,M,No Weapon or Substance Used,1.0
2016-04-28,6,F,No Weapon or Substance Used,2.0
2016-05-13,1,F,Using weapons and substances with a certain degree of harm,39.0
2016-05-20,1,F,Using weapons and substances with a certain degree of harm,42.0
2016-05-29,4,F,Using weapons and substances with a certain degree of harm,2.0
2016-06-03,4,F,Using weapons and substances with a certain degree of harm,6.0
2016-06-05,5,F,Using weapons and substances with a certain degree of harm,2.0
2016-06-17,11,F,No Weapon or Substance Used,1.0
2016-06-25,1,M,No Weapon or Substance Used,4.0
2016-06-30,2,M,Using weapons and substances with a certain degree of harm,2.0
2016-07-07,3,F,Using weapons and substances with a certain degree of harm,3.0
2016-07-07,4,M,Using weapons and substances with a certain degree of harm,1.0
2016-07-28,13,F,No Weapon or Substance Used,1.0
2016-09-12,13,F,No Weapon or Substance Used,1.0
2016-09-16,9,F,Using weapons and substances with a certain degree of harm,1.0
2016-09-26,2,M,Using weapons and substances with a certain degree of harm,2.0
2016-09-27,6,F,No Weapon or Substance Used,1.0
2016-10-12,1,F,Unknown,1.0
2016-10-17,13,M,No Weapon or Substance Used,1.0
2016-11-03,1,M,No Weapon or Substance Used,7.0
2016-11-21,2,M,Using weapons and substances with a certain degree of harm,2.0
2016-12-14,5,F,No Weapon or Substance Used,1.0
2016-12-24,18,F,Using weapons and substances with a certain degree of harm,1.0
2016-12-26,17,F,No Weapon or Substance Used,1.0
2017-01-11,3,F,No Weapon or Substance Used,3.0
2017-01-20,3,F,No Weapon or Substance Used,2.0
2017-01-30,2,M,No Weapon or Substance Used,1.0
2017-02-20,1,F,Using weapons and substances with a certain degree of harm,56.0
2017-04-02,1,M,Unknown,2.0
2017-04-03,3,F,Using weapons and substances with a certain degree of harm,7.0
2017-04-07,3,F,Using weapons and substances with a certain degree of harm,4.0
2017-04-15,2,F,No Weapon or Substance Used,7.0
2017-04-19,1,F,Using weapons and substances with a certain degree of harm,37.0
2017-05-04,1,F,Using weapons and substances with a certain degree of harm,53.0
2017-05-11,11,M,No Weapon or Substance Used,1.0
2017-05-14,19,F,No Weapon or Substance Used,1.0
2017-06-02,1,F,No Weapon or Substance Used,35.0
2017-06-08,3,F,No Weapon or Substance Used,5.0
2017-07-10,2,F,No Weapon or Substance Used,11.0
2017-08-09,2,F,Unknown,2.0
2017-08-28,1,M,Using weapons and substances with a certain degree of harm,12.0
2017-08-29,10,M,No Weapon or Substance Used,1.0
2017-09-01,5,M,No Weapon or Substance Used,1.0
2017-09-07,2,M,No Weapon or Substance Used,3.0
2017-09-30,4,F,Using weapons and substances with a certain degree of harm,1.0
2017-10-06,4,F,No Weapon or Substance Used,2.0
2017-10-12,5,F,Using weapons and substances with a certain degree of harm,1.0
2017-10-13,1,F,Using weapons and substances with a certain degree of harm,29.0
2017-10-28,3,M,Using weapons and substances with a certain degree of harm,1.0
2017-10-29,1,M,No Weapon or Substance Used,7.0
2017-11-02,1,M,Using weapons and substances with a certain degree of harm,7.0
2017-11-03,2,F,No Weapon or Substance Used,3.0
2017-11-06,6,F,No Weapon or Substance Used,1.0
2017-11-09,8,F,No Weapon or Substance Used,1.0
2017-11-19,3,M,Unknown,1.0
2017-11-29,4,F,Unknown,1.0
2017-12-25,8,F,Using weapons and substances with a certain degree of harm,1.0
2017-12-31,16,F,Unknown,1.0
2018-01-08,1,F,Using weapons and substances with a certain degree of harm,55.0
2018-01-14,6,F,Unknown,1.0
2018-01-21,1,M,Using weapons and substances with a certain degree of harm,22.0
2018-01-25,3,M,Unknown,1.0
2018-01-29,1,F,Using weapons and substances with a certain degree of harm,39.0
2018-01-31,1,M,Unknown,2.0
2018-02-08,2,F,No Weapon or Substance Used,2.0
2018-02-14,5,F,Using weapons and substances with a certain degree of harm,1.0
2018-02-19,4,F,Unknown,2.0
2018-03-09,8,F,No Weapon or Substance Used,1.0
2018-03-13,2,M,Unknown,1.0
2018-03-23,1,M,Using weapons and substances with a certain degree of harm,12.0
2018-03-26,2,F,Unknown,8.0
2018-04-23,3,F,No Weapon or Substance Used,1.0
2018-04-25,2,M,Using weapons and substances with a certain degree of harm,3.0
2018-04-29,15,F,Using weapons and substances with a certain degree of harm,1.0
2018-05-03,8,F,Using weapons and substances with a certain degree of harm,1.0
2018-05-30,6,F,Using weapons and substances with a certain degree of harm,1.0
2018-06-07,1,F,Using weapons and substances with a certain degree of harm,32.0
2018-06-08,2,M,Unknown,1.0
2018-06-19,7,F,Unknown,1.0
2018-07-05,1,M,Using weapons and substances with a certain degree of harm,14.0
2018-07-18,1,M,Unknown,7.0
2018-08-04,3,F,Using weapons and substances with a certain degree of harm,4.0
2018-08-14,3,M,Unknown,1.0
2018-08-15,5,M,Unknown,1.0
2018-08-20,6,F,Unknown,1.0
2018-08-26,1,F,Unknown,14.0
2018-09-02,3,F,Using weapons and substances with a certain degree of harm,4.0
2018-09-11,6,F,Unknown,1.0
2018-09-15,1,M,Using weapons and substances with a certain degree of harm,12.0
2018-09-18,5,F,Unknown,3.0
2018-09-22,3,M,Unknown,1.0
2018-10-01,2,F,Unknown,6.0
2018-10-08,2,F,No Weapon or Substance Used,1.0
2018-10-20,1,M,Using weapons and substances with a certain degree of harm,15.0
2018-10-30,6,M,Unknown,1.0
2018-11-17,5,F,Unknown,5.0
2018-12-12,1,M,Using weapons and substances with a certain degree of harm,11.0
2018-12-31,4,F,Unknown,2.0
2019-01-15,1,M,No Weapon or Substance Used,4.0
2019-01-15,1,F,Unknown,14.0
2019-02-14,1,M,No Weapon or Substance Used,3.0
2019-03-02,12,F,Using weapons and substances with a certain degree of harm,1.0
2019-03-06,1,M,Using weapons and substances with a certain degree of harm,16.0
2019-03-07,3,F,No Weapon or Substance Used,1.0
2019-03-23,4,F,Unknown,1.0
2019-05-05,12,F,Unknown,1.0
2019-05-09,4,F,Using weapons and substances with a certain degree of harm,2.0
2019-05-21,2,F,No Weapon or Substance Used,1.0
2019-05-27,4,F,Using weapons and substances with a certain degree of harm,1.0
2019-06-04,10,F,Unknown,2.0
2019-06-10,4,M,Unknown,1.0
2019-06-17,3,M,Unknown,1.0
2019-06-19,2,M,Using weapons and substances with a certain degree of harm,2.0
2019-06-22,3,F,No Weapon or Substance Used,1.0
2019-07-01,3,M,No Weapon or Substance Used,1.0
2019-07-24,3,F,No Weapon or Substance Used,1.0
2019-08-03,2,F,Unknown,9.0
2019-08-03,1,M,No Weapon or Substance Used,4.0
2019-08-26,4,F,Using weapons and substances with a certain degree of harm,2.0
2019-09-02,2,M,Using weapons and substances with a certain degree of harm,4.0
2019-09-05,5,F,Unknown,3.0
2019-09-07,1,F,No Weapon or Substance Used,11.0
2019-09-23,3,F,Unknown,3.0
2019-09-23,17,F,Using weapons and substances with a certain degree of harm,1.0
2019-09-30,4,F,Unknown,2.0
2019-10-09,5,M,Unknown,1.0
2019-10-13,1,M,No Weapon or Substance Used,6.0
2019-10-28,1,M,Unknown,10.0
2019-11-13,1,F,Using weapons and substances with a certain degree of harm,18.0
2019-11-16,3,F,Using weapons and substances with a certain degree of harm,4.0
2019-11-21,7,F,Using weapons and substances with a certain degree of harm,1.0
2019-11-25,2,F,Using weapons and substances with a certain degree of harm,12.0
2019-12-02,2,F,No Weapon or Substance Used,3.0
2019-12-06,1,M,Using weapons and substances with a certain degree of harm,12.0
2019-12-17,2,F,No Weapon or Substance Used,4.0
2019-12-20,2,F,Using weapons and substances with a certain degree of harm,4.0
2020-01-07,1,M,No Weapon or Substance Used,7.0
2020-01-15,1,F,No Weapon or Substance Used,43.0
2020-03-07,4,M,Unknown,1.0
2020-04-07,9,F,Unknown,1.0
2020-04-17,1,F,Unknown,71.0
2020-05-05,1,F,No Weapon or Substance Used,35.0
2020-06-13,2,M,Unknown,1.0
2020-06-22,1,M,Unknown,16.0
2020-06-23,1,M,Using weapons and substances with a certain degree of harm,20.0
2020-06-25,8,M,Unknown,1.0
2020-06-29,1,M,Unknown,19.0
2020-07-16,2,F,Unknown,3.0
2020-07-18,2,M,Unknown,1.0
2020-08-26,2,M,Using weapons and substances with a certain degree of harm,1.0
2020-09-11,1,M,Using weapons and substances with a certain degree of harm,25.0
2020-10-01,12,F,Unknown,1.0
2020-11-02,2,F,No Weapon or Substance Used,1.0
2020-11-08,2,M,Using weapons and substances with a certain degree of harm,1.0
2020-12-02,3,M,No Weapon or Substance Used,1.0
2020-12-16,8,F,No Weapon or Substance Used,1.0
2020-12-18,3,F,No Weapon or Substance Used,1.0
2021-01-10,4,M,No Weapon or Substance Used,1.0
2021-01-14,1,M,No Weapon or Substance Used,9.0
2021-01-30,2,F,Using weapons and substances with a certain degree of harm,7.0
2021-02-07,7,M,No Weapon or Substance Used,1.0
2021-02-08,4,F,No Weapon or Substance Used,5.0
2021-02-27,1,F,No Weapon or Substance Used,38.0
2021-03-16,3,F,No Weapon or Substance Used,2.0
2021-03-21,5,F,Using weapons and substances with a certain degree of harm,2.0
2021-04-21,5,F,Using weapons and substances with a certain degree of harm,1.0
2021-05-03,2,F,Using weapons and substances with a certain degree of harm,8.0
2021-05-15,1,M,No Weapon or Substance Used,16.0
